"","id","toxic","severe_toxic","obscene","threat","insult","identity_hate"
"213","05ca1ec519e6efb0",1,0,1,0,1,0
"214","05d2bc5c9264fb4f",1,0,1,0,1,0
"215","05d64672770cf199",1,0,0,0,0,0
"216","05dbe7a437525101",1,0,1,0,1,1
"217","05e1f7b3ec3e9e2f",1,0,0,0,0,0
"218","05e65404071455d5",1,0,1,0,0,0
"219","05e7f830a1eb0a13",1,0,1,0,1,0
"220","05f6251d52df976f",1,0,0,0,1,0
"221","05f67b1d664fd035",1,0,1,0,1,0
"222","05f69d22471ee406",1,0,1,0,1,0
"223","06087e2338f9b86c",1,1,1,0,0,0
"224","060b5911d0692697",1,0,0,0,0,0
"225","060d90bb83941f2a",1,1,1,0,1,0
"226","060da8258645667d",1,0,1,0,1,0
"227","0612f0cf5318c790",1,1,1,0,1,0
"228","06168775082a96d2",1,1,1,0,1,0
"229","06205250808cc1f3",1,1,1,0,1,0
"230","063044c2f0a7bd60",1,1,1,0,1,0
"231","0631891f04fad645",1,0,1,0,0,0
"232","063994a18789a6fb",1,0,1,0,0,0
"233","0640e0bf385935a2",1,0,0,0,0,0
"234","0643d6794e5672be",1,0,1,0,0,0
"235","0649fc651d237b08",1,0,0,0,0,0
"236","064b40838be64027",1,0,1,0,0,0
"237","064cb4bb379da126",1,0,0,0,0,0
"238","065675c12e22e3e1",1,1,1,0,1,1
"239","065b10e83e654132",1,0,1,0,1,1
"240","065e8715c7eaf6d4",1,0,0,0,0,0
"241","065ed7f6fcb56b44",1,0,1,0,1,0
"242","06611b9bcca6dfd3",1,0,1,1,1,0
"243","0661f992b32b3351",1,1,1,0,0,1
"244","066473de21c43cf0",1,0,0,0,0,0
"245","06678c919e830854",1,1,1,0,1,0
"246","067198818b52b9dc",1,0,1,0,1,0
"247","067c5e814e88a56b",1,1,1,0,1,0
"248","068069fe40537b32",1,0,1,0,1,0
"249","0683f1eb0df413d1",1,0,1,0,1,1
"250","0693fd2170ecfa6d",1,0,0,0,0,0
"251","0695e0af39cb0e22",1,0,0,0,0,0
"252","06960372c6ea8fa6",1,0,0,0,1,1
"253","069f7c2315031b40",1,0,0,1,0,0
"254","06a07c3f0ac900ad",1,0,1,0,1,0
"255","06a132e6a70c8fb8",1,1,1,0,0,0
"256","06a44c69b4c3fb43",1,0,0,0,0,0
"257","06be54a6f122aaad",1,0,0,0,1,0
"258","06c4ba1c70839c27",1,0,1,0,1,0
"259","06d96171c6f48236",1,0,0,0,1,0
"260","06dbdb75b2a46e2a",1,0,0,0,0,0
"261","06ddda5678b22b33",1,0,1,0,1,0
"262","06deb5df37817a34",1,0,0,0,0,0
"263","06e241649bee58ac",1,0,0,0,0,0
"264","06e2bb0770387ff3",1,0,0,0,0,0
"265","06e6b9c7a04a162d",1,0,0,0,1,1
"266","06e8da54b1ecd584",1,0,1,0,1,0
"267","06ef09bb1b1d505e",1,0,0,0,1,0
"268","06f76f3f46dc372c",1,0,0,0,1,0
"269","0700b07700927977",1,0,1,0,1,1
"270","0700ea3e45b115b9",1,0,0,0,0,0
"271","0700ee9d51b55d33",1,0,1,0,1,0
"272","070a47fedbf8f379",1,0,0,0,0,0
"273","07103155fc2836a4",1,0,1,0,0,0
"274","071745e3eb03538e",1,0,0,0,0,0
"275","071dc9bda006e62c",1,0,1,0,1,0
"276","0727629762034159",1,0,1,0,0,0
"277","072825b5cedee27f",1,0,0,0,1,0
"278","073842942003442a",1,0,1,0,0,0
"279","073b0064f3ec42d6",1,1,1,0,0,0
"280","073b16dcd47073b2",1,0,0,0,0,0
"281","073e25c3d887a071",1,0,1,0,1,0
"282","0748b478b84d6898",1,0,0,0,0,0
"283","0750213f69d91d8a",1,0,1,0,0,0
"284","07503a77f38a238c",1,0,1,0,1,0
"285","0752176547da3d03",1,0,1,0,1,0
"286","0758306f5569c194",1,0,1,0,0,0
"287","07590502f252ba19",1,1,1,0,1,0
"288","077b1cb88c59f123",1,0,1,0,1,0
"289","078262d5a09b3023",1,0,1,0,1,0
"290","0788e276d96cbac0",1,0,1,0,1,0
"291","079b036fed8995db",1,0,0,0,1,0
"292","07a72f0b59459a3f",1,0,0,0,0,0
"293","07b36c594fbd6b54",1,0,0,0,0,0
"294","07c7b3ccc7c5f128",1,0,1,0,0,0
"295","07cb514295550ed3",1,0,1,0,0,0
"296","07cec10ca35fe5f8",1,1,1,1,1,0
"297","07e0346aeda107bd",1,0,0,1,0,0
"298","07e1408dec1ccf1e",1,0,0,0,1,0
"299","07e167686eb78ca6",1,0,0,0,0,0
"300","07eb17742300fb7e",1,0,0,0,0,0
"301","07f1e0a1c10fcf28",1,1,1,0,1,1
"302","07f43ce970b0b72d",1,0,0,0,0,0
"303","07f5a42d271d19fe",1,1,1,0,1,0
"304","07fa808e885ab8d0",1,0,0,0,0,0
"305","07fe8cc9fbd81947",1,0,1,0,1,0
"306","080935ecbde36c4e",1,0,1,0,0,0
"307","080ed7ec244614c9",1,0,1,0,0,0
"308","081924503c1361a7",1,0,0,0,1,0
"309","081a5f7b052138cf",1,1,1,0,1,1
"310","0824bb2c88daafc4",1,0,0,0,0,0
"311","082934bfa5eed031",1,0,0,0,1,0
"312","082dbb113b6db6ab",1,0,1,1,1,0
"313","0831a9934bee1482",1,0,0,0,0,0
"314","0834b6db802809c1",1,0,0,0,1,0
"315","0857350768f86704",1,0,0,0,0,0
"316","085c303332db7ea3",1,0,0,0,0,0
"317","08656465bd64aba7",1,0,0,0,0,0
"318","086f0a73bacda5bb",1,0,0,0,0,0
"319","08709efa5533262b",1,0,1,0,1,0
"320","0872804fee5e6408",1,0,1,0,1,0
"321","087337fa7a4131d5",1,0,0,0,0,0
"322","0879ef00e2339269",1,0,0,0,1,0
"323","0882f8b2c8427476",1,0,0,0,1,0
"324","088cd5848f88d495",1,0,1,0,0,0
"325","088f9a2bfb09a548",1,0,0,0,0,0
"326","089028a109fd4113",1,0,1,0,0,0
"327","0893f5810626e0b6",1,0,1,0,1,0
"328","089737390595e17f",1,0,0,0,0,0
"329","0897bd576287b8d9",1,0,1,0,1,0
"330","089813ac324f8c33",1,0,0,0,0,0
"331","089b68589c99b69d",1,0,1,0,1,0
"332","089e6f0cdf57c9f2",1,0,1,0,1,0
"333","08a4623cedec17e1",1,0,0,0,0,0
"334","08a8d4852d922b06",1,0,1,0,1,0
"335","08acc5d9d599b41c",1,0,0,0,0,0
"336","08ad8be453f902fc",1,0,1,0,1,1
"337","08af9b4eea83da39",1,0,0,0,0,0
"338","08b950d24e5bc02e",1,0,1,0,1,0
"339","08d00271ffc7d44f",1,0,0,0,1,0
"340","08d3ab339f4c803f",1,0,0,0,0,0
"341","08d6300120667267",1,0,0,0,0,0
"342","08d818efcc68caba",1,0,1,0,0,0
"343","08d9429a900e9f0f",1,0,0,0,1,0
"344","08dcc424d3b0bf7e",1,0,0,0,0,0
"345","08e737ace8effc43",1,0,0,0,0,0
"346","08ec897ae9d432ac",1,0,1,0,1,0
"347","08efbe9f80f86780",1,0,0,0,0,0
"348","08efc5af1f2d342a",1,0,1,0,1,0
"349","08f10036f95c9be6",1,0,1,0,0,0
"350","08f4270aad0adde8",1,0,0,0,0,0
"351","091190d9e81adb77",1,0,0,0,0,0
"352","09184bcda06ab04d",1,0,0,0,0,0
"353","091b4fb4d0ff78bb",1,0,1,0,1,0
"354","0927c621f8cb92ff",1,0,0,0,0,0
"355","0928471b2d81dbb9",1,0,1,0,1,0
"356","092f6b7c3b68537e",1,0,0,0,0,0
"357","0933dc7e6a736ff4",1,0,0,0,0,0
"358","093b6464000eb1ae",1,0,1,0,1,0
"359","0949991fcaec95ad",1,0,0,0,0,0
"360","09544aecf2b48df6",1,0,0,0,0,0
"361","09588ff9835c4569",1,0,0,0,1,0
"362","0959d4fdaf74a050",1,1,1,0,1,1
"363","096aca722f590455",1,0,1,0,1,0
"364","096d00eabce64a38",1,0,0,0,0,0
"365","0977a3d919b3f86e",1,0,1,0,1,0
"366","097813c9034b2c03",1,0,1,0,1,0
"367","0984c26029e44887",1,0,0,0,0,0
"368","0988d97a69de83c0",1,0,0,0,0,0
"369","098a1772e8557778",1,1,1,0,1,0
"370","0990066f7cf1e903",1,0,0,0,0,0
"371","09914ace666e9c1f",1,0,0,0,0,0
"372","09954f4c91c75fe4",1,0,0,0,1,0
"373","099b672f19911fb2",1,0,1,0,1,0
"374","09a5d74443ac4b35",1,0,1,0,1,1
"375","09abe51323ec9f9a",1,0,1,0,0,0
"376","09b73fd88f54d22b",1,0,0,0,0,0
"377","09bbd54cf7f5ecd9",1,0,1,0,0,0
"378","09c37b98d3708bd0",1,0,0,0,0,0
"379","09c7776f1f7f74b9",1,0,0,0,0,0
"380","09e42c1742c9a50c",1,0,1,0,0,1
"381","09e8e8ad3963d537",1,1,1,0,1,0
"382","09ee273aebc253cf",1,0,0,0,1,0
"383","09f281221f4a8bec",1,0,1,0,1,0
"384","0a1746ac2c507f68",1,0,0,0,0,0
"385","0a19319ca119d890",1,0,0,0,0,0
"386","0a1b9d1dc60b0ea6",1,0,1,0,1,0
"387","0a2e9095d735bbd6",1,0,1,0,1,0
"388","0a31507f0d185fe6",1,0,0,0,0,0
"389","0a37add9547a60fc",1,0,0,0,0,0
"390","0a52307100c98e91",1,0,1,0,0,0
"391","0a5bf36e19681663",1,0,0,0,0,0
"392","0a61094152de467f",1,0,0,1,0,0
"393","0a63da83547721f5",1,0,1,0,1,0
"394","0a70e5e93b2fcded",1,1,1,0,1,0
"395","0a71ae32bad10556",1,0,0,0,0,0
"396","0a751ed4b4da7890",1,1,1,0,1,0
"397","0a83ab3310d049d7",1,0,0,0,1,0
"398","0a845d8cd1e4f82b",1,0,0,0,0,0
"399","0a85b5e6eda3dcd0",1,0,1,0,1,0
"400","0a8f2dd60127b7f2",1,0,0,0,0,0
"401","0a8ff163b8e0fc6a",1,0,0,0,1,0
"402","0a8ff5b15e5089c2",1,0,1,0,1,0
"403","0aa7fc5c55b1b9f0",1,0,1,0,1,0
"404","0ab6d9ce8ee20cbf",1,1,1,0,1,0
"405","0ac50860dbb78896",1,0,0,0,0,0
"406","0ac5906b808ab22a",1,0,1,0,0,0
"407","0acc70c5afa0e8ce",1,0,1,0,1,1
"408","0ad5b39add795880",1,0,0,0,0,0
"409","0ad65ac67eff0146",1,0,0,0,0,0
"410","0ada2d071dcd16b6",1,0,0,0,1,0
"411","0ade050510ded307",1,0,0,0,1,0
"412","0adf47cdcc024886",1,0,1,0,1,0
"413","0ae332d026f99eee",1,0,0,0,0,0
"414","0ae3980b230cd64c",1,0,0,0,0,0
"415","0ae90d07e1f982a7",1,0,0,0,0,0
"416","0af09a20f4ae4d9c",1,0,0,0,1,0
"417","0af1d1c185d6dc49",1,0,1,0,0,0
"418","0af52724ffb11d6b",1,1,1,0,1,0
"419","0b0de50dc6cb4029",1,0,1,0,1,1
"420","0b19454c17bc62f4",1,0,1,0,1,1
"421","0b2055f13934a41e",1,0,1,0,1,0
"422","0b3f27101a1dbf8a",1,0,0,0,0,0
"423","0b463a6fa3e34c3f",1,0,1,0,1,0
"424","0b4797b2dff0afaa",1,0,0,0,0,0
"425","0b491d7d15af9b7d",1,0,1,0,1,0
"426","0b56f5e4691568e4",1,0,1,0,1,0
"427","0b625cb49744edbc",1,0,1,0,1,0
"428","0b649be53b494a8a",1,0,1,0,1,1
"429","0b680c5414c2c6e6",1,0,0,0,0,0
"430","0b6cad7b53610a5c",1,0,1,0,1,0
"431","0b6d3b57efaf9515",1,0,0,0,0,0
"432","0b6f5024a35d9bfd",1,0,1,0,1,1
"433","0b72df7a0e3d9943",1,0,1,0,0,0
"434","0b75a576bac7e620",1,0,0,0,1,0
"435","0b7746f00fef9310",1,0,1,0,0,0
"436","0b7985c778a59423",1,0,0,0,0,0
"437","0b7b725623dd6a8a",1,0,1,0,1,1
"438","0b7c3e4a032a6c97",1,0,0,0,0,0
"439","0b7e7f83515246aa",1,0,0,0,0,0
"440","0b7e94b44cc484f4",1,0,1,0,1,0
"441","0b802a3f5684f94f",1,0,0,0,0,0
"442","0b82810ef10b616a",1,0,0,0,0,0
"443","0b841fb68cf83e4d",1,0,0,0,0,0
"444","0b85209e783f5df0",1,0,0,0,0,0
"445","0b879d3e0dbce593",1,0,0,0,1,0
"446","0b8d2c1de1be3f96",1,0,1,0,1,0
"447","0ba306800677221b",1,0,0,0,0,0
"448","0bb4bd8b3fe5d186",1,0,0,0,0,0
"449","0bb705633f24e4a3",1,0,1,0,0,0
"450","0bde154fa774bf72",1,0,1,0,1,0
"451","0beaae5ef659d248",1,0,0,0,1,0
"452","0bf34f1eab4673f9",1,0,1,0,1,0
"453","0bf53985609495d2",1,0,0,0,0,0
"454","0bffee778d5c1247",1,0,0,0,1,0
"455","0c02c16bee1c70e2",1,0,1,0,1,0
"456","0c03b7ea0a9cea22",1,0,0,0,0,0
"457","0c0e9e001b1d82cf",1,0,1,0,0,0
"458","0c115eb1a5c0b168",1,0,0,0,1,0
"459","0c13eab75027d59b",1,0,1,0,1,0
"460","0c14bdda2fd5331b",1,0,0,0,0,0
"461","0c28b272e80ec36b",1,0,1,0,1,0
"462","0c28d73a0a173c8a",1,0,0,0,1,0
"463","0c366ebaa172e726",1,0,1,0,0,0
"464","0c39f0c6f89707be",1,0,1,0,1,1
"465","0c3dc9d63dbb5112",1,0,0,0,0,0
"466","0c46d052cda47495",1,0,0,0,0,0
"467","0c51ef5d0c403a6d",1,0,0,0,1,0
"468","0c5470cc0d7bafa3",1,0,1,0,1,1
"469","0c5b2093333a016e",1,0,1,0,1,0
"470","0c5cc34c1c15d30f",1,0,1,0,1,0
"471","0c5eb26205c4aa49",1,0,1,0,0,0
"472","0c61b995539b2ebf",1,0,1,0,1,1
"473","0c6be6145a931f1d",1,0,1,0,0,0
"474","0c7413dc4f4718a0",1,0,1,0,0,0
"475","0c784e13dc18e96b",1,0,0,0,1,0
"476","0c796a31496e7d6c",1,0,1,0,0,0
"477","0c7a8e0dfa97c844",1,0,0,0,0,0
"478","0c7c341727488579",1,1,1,1,1,0
"479","0c888087108ada34",1,0,1,0,1,1
"480","0c8c45cc1a037baf",1,0,0,1,0,0
"481","0c93ab2aa98f1b8e",1,0,0,0,1,0
"482","0c954ebf2fa4c16f",1,1,1,0,1,0
"483","0caa8cca75dbfee9",1,0,0,0,0,0
"484","0cac0aa8a84f7238",1,0,0,0,1,0
"485","0caf1aad034cbe6a",1,0,0,0,0,0
"486","0cb38172f1b992d9",1,0,1,0,1,0
"487","0cb4cf1534acbf6f",1,0,0,0,0,0
"488","0cc30fbb4a757ead",1,0,0,0,0,0
"489","0cd29f52aebb4750",1,1,1,0,1,0
"490","0cdb69cc7e129cf3",1,0,0,0,0,0
"491","0cddaa96b8717c76",1,0,0,0,0,0
"492","0cf27594013bb708",1,0,0,1,0,0
"493","0cf3cb7aa0e6cb40",1,0,1,0,0,0
"494","0cf5e967ded97d37",1,1,0,0,0,0
"495","0cf8139e07493617",1,0,1,0,0,0
"496","0cfac55cd259ea1a",1,0,1,0,1,0
"497","0cfef9f9854da18f",1,0,0,0,0,0
"498","0cff83251f6a4cab",1,1,1,0,1,0
"499","0d0574a61f50543d",1,0,1,0,0,0
"500","0d17ad5df146d4f2",1,0,1,0,1,0
"501","0d22d145831935ee",1,0,1,0,1,0
"502","0d260e8f27bf9dfd",1,0,1,0,1,0
"503","0d3bb1f12d90a6a2",1,0,0,0,1,0
"504","0d3c921d9fb4b60c",1,0,1,0,1,0
"505","0d4faf4c253248c5",1,0,0,0,0,0
"506","0d538fe628ca0e23",1,0,0,0,0,0
"507","0d5ae3d5aea21f1b",1,0,1,0,1,1
"508","0d7b679afe6b35f1",1,0,0,0,0,0
"509","0d8b0fb228a09ea5",1,0,1,0,0,0
"510","0d93cbb6f05d0d04",1,0,0,0,0,0
"511","0d9ac8d7b6ec58ff",1,0,0,0,0,0
"512","0da983f07dc0e926",1,0,0,0,0,0
"513","0daadaa11dffa075",1,0,0,0,1,1
"514","0db78fc942e358bb",1,0,1,0,0,0
"515","0dca3c7cf3c1b24c",1,0,0,0,0,0
"516","0dca89bcb5662c77",1,0,1,0,0,0
"517","0dd87f8936ced157",1,0,0,0,0,0
"518","0ddcf6891ce30906",1,0,0,0,0,0
"519","0dde1d663784d23b",1,0,1,0,1,1
"520","0de42f5e853a41ef",1,0,0,0,1,0
"521","0dea035d2bc86a31",1,0,0,0,0,0
"522","0df12f37c0937d81",1,0,1,0,1,0
"523","0dfcdb5ae9fc9dd2",1,0,1,0,1,0
"524","0e08d36291f714d0",1,1,1,0,1,0
"525","0e211ef10ff1622f",1,0,1,0,0,0
"526","0e2c9f8aca336d79",1,0,1,0,1,0
"527","0e350ee264744410",1,0,0,0,0,0
"528","0e492869a8a27c2e",1,0,1,0,1,0
